year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage
2015,300000,24000,1,1,1,1,23.95
2016,500000,40000,1,1,1,1,20.85
2016,500000,70000,2,1,1,1,25.83
2017,700000,38000,2,1,1,1,18.49
2017,640000,110000,2,1,1,1,25.2
2019,811000,43000,2,1,1,1,22.54
2016,409999,120000,2,1,1,1,23.2
2018,700000,25000,1,1,1,1,18.6
2015,950000,80000,2,1,1,2,15.4
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2018,899000,35000,2,1,1,1,25.1
2019,459999,35000,1,1,1,1,19.83
2017,350000,25000,1,1,1,1,23.01
2015,509999,100000,2,1,1,2,23.59
2017,370000,35000,1,1,1,1,17.57
2015,530000,100000,2,1,1,2,22.54
2015,1000000,133000,2,1,1,2,15.4
2018,1600000,35000,2,1,1,2,13.68
2015,1100000,70000,2,1,2,1,16.0
2015,350000,100000,1,1,1,1,18.9
2017,400000,50000,2,1,1,1,25.32
2020,1500000,40000,1,1,2,1,10.75
2018,500000,20000,1,1,1,2,18.9
2017,570000,31596,1,2,1,1,17.0
2018,250000,10000,1,1,1,1,22.7
2017,440000,35000,1,1,2,1,20.51
2016,1025000,22522,2,2,1,1,16.0
2015,550000,29434,1,1,1,1,20.73
2018,800000,25000,2,1,1,1,25.5
2017,380000,28000,1,1,1,2,23.84
2016,375000,34500,1,1,1,1,20.51
2017,1100000,20000,1,1,2,1,18.0
2018,650000,15000,1,1,1,1,18.6
2019,550000,3000,1,1,1,1,20.14
2019,670000,20000,1,1,1,1,19.5
2017,880000,25000,2,1,1,1,24.3
2018,950000,35000,2,1,1,1,23.0
2017,1150000,6825,1,1,2,1,18.0
2015,450000,155000,2,1,2,1,14.81
2016,600000,13500,1,1,1,1,17.5
2018,600000,65000,2,1,1,1,25.4
2016,590000,40000,1,1,1,2,20.73
2019,420000,30000,1,1,1,1,20.3
2016,1950000,120000,2,1,1,1,13.5
2015,900000,125000,2,1,1,1,12.99
2015,900000,125000,2,1,1,1,12.99
2019,670000,53534,2,1,1,1,15.96
2019,530000,20000,1,1,1,1,20.3
2015,650000,150000,2,1,1,1,15.4
2015,585000,50000,2,1,1,1,16.55
2016,725000,140000,1,1,1,1,15.4
2017,325000,16500,1,1,1,2,23.01
2016,350000,9900,1,1,1,1,23.95
2020,700000,20000,1,1,1,1,23.26
2016,795000,90000,2,1,1,1,28.09
2019,950000,15000,2,1,1,1,16.55
2018,885000,75000,2,1,2,1,21.5
2018,950000,75000,2,1,2,1,21.5
2015,549000,90000,2,1,1,1,20.77
2018,3000000,20000,2,1,2,1,20.38
2015,1200000,61000,2,1,1,1,12.99
2017,800000,60000,2,1,1,2,16.55
2015,434999,50000,2,1,1,1,20.14
2015,260000,25000,1,1,1,1,22.74
2015,540000,93000,1,1,1,2,20.85
2017,710000,50000,2,1,1,1,24.52
2018,285000,22000,1,1,1,1,24.7
2019,990000,19600,2,1,1,1,22.1
2017,362000,104000,1,1,1,1,15.64
2017,880000,33000,2,1,1,1,23.0
2017,700000,60000,2,1,1,1,18.49
2016,600000,60000,2,1,1,1,15.96
2015,700000,40000,1,1,1,1,13.24
2016,400000,60000,2,1,1,1,27.28
2018,800000,27000,2,1,1,1,24.3
2017,900000,35000,2,1,1,1,23.0
2016,900000,100000,2,1,1,1,13.58
2015,325000,50000,1,1,2,1,19.34
2017,254000,40000,1,1,1,1,24.7
2018,840000,30000,2,1,1,1,19.87
2016,700000,50000,2,1,1,1,18.49
2018,528000,5000,1,1,1,1,18.9
2017,1500000,12000,2,1,1,1,17.1
2016,560000,72000,2,1,1,1,15.96
2016,600000,70000,2,1,1,1,15.96
2015,650000,50000,1,1,1,1,21.4
2018,320000,15000,1,1,1,1,24.7
2015,750000,40000,1,1,1,1,17.4
2017,370000,40000,1,1,1,1,19.49
2017,220000,60000,1,1,1,1,22.5
2016,350000,30000,1,1,1,1,23.84
2018,675000,40000,2,1,1,1,25.8
2016,434999,50000,1,1,1,2,18.16
2016,400000,14000,1,1,1,2,18.15
2015,425000,70000,2,1,1,1,13.58
2015,509999,197000,2,1,1,1,13.58
2015,530000,79000,2,1,1,2,25.83
2019,977000,30000,2,1,1,1,17.3
2018,440000,20000,1,1,1,1,20.51
2018,440000,17000,1,1,1,1,20.51
2018,655000,20000,1,1,1,1,18.6
2016,295000,60000,1,1,1,1,25.17
2018,655000,20000,1,1,1,1,18.6
2017,1200000,150000,2,1,1,1,17.6
2017,1251000,35000,2,1,1,1,17.6
2016,750000,40000,2,1,1,1,21.19
2017,475000,57000,1,1,1,1,17.8
2017,350000,30000,1,1,1,1,23.01
2016,450000,175000,2,1,1,1,23.4
2015,430000,35000,1,1,1,2,18.6
2017,1450000,81000,2,1,1,1,13.68
2017,1445000,60000,2,1,2,1,17.6
2016,670000,60000,2,1,1,1,26.0
2016,2000000,70000,1,1,2,1,13.7
2015,440000,50000,2,1,1,1,25.8
2018,530000,65000,1,1,1,1,19.02
2016,890000,40000,2,1,1,2,16.0
2017,725000,35000,1,1,2,1,21.21
2016,700000,30000,2,1,1,1,18.49
2015,287000,100000,1,1,1,2,19.81
2018,1380000,55000,1,1,2,1,14.8
2016,650000,40000,1,1,1,1,17.43
2016,1000000,50000,2,1,1,2,26.0
2018,420000,31000,2,1,1,1,25.32
2016,590000,40000,1,1,1,1,18.6
2015,545000,180000,2,1,1,1,25.2
2017,278000,20000,1,1,1,1,22.5
2019,675000,10000,1,1,1,1,21.21
2016,600000,147000,2,1,1,2,26.59
2018,950000,51000,2,1,1,1,25.1
2017,330000,20000,1,1,1,1,24.7
2017,350000,40000,1,1,1,1,23.95
2016,560000,35000,1,1,1,1,16.2
2017,440000,30000,1,1,1,1,20.51
2017,750000,110000,2,1,1,2,28.4
2015,800000,140000,2,1,1,1,15.1
2018,740000,9000,1,1,2,1,21.4
2019,570000,19000,1,1,2,2,20.89
2017,430000,20000,1,1,2,1,20.51
2016,800000,70000,2,1,1,1,24.3
2015,450000,53000,2,1,1,1,24.0
2015,750000,16000,2,1,1,1,18.06
2019,780000,7200,1,1,1,1,21.1
2017,690000,40000,2,1,1,1,25.32
2017,620000,50000,1,1,1,1,18.12
2016,370000,58000,1,1,1,2,15.37
2017,450000,120000,2,1,1,1,25.32
2018,472000,30000,1,1,2,1,20.51
2018,525000,110000,2,1,1,2,20.65
2017,660000,60000,2,1,1,2,16.5
2017,650000,60000,2,1,2,1,17.45
2016,305000,40000,1,1,1,1,23.95
2015,600000,50000,2,1,1,1,26.21
2015,280000,110000,1,1,1,1,20.51
2018,700000,30000,2,1,1,1,18.49
2017,325000,40000,1,1,1,1,25.17
2016,305000,40000,1,1,1,1,23.95
2016,500000,15000,1,1,1,1,20.4
2016,675000,88000,2,2,2,1,21.66
2018,1051000,59865,2,2,1,1,15.1
2016,591000,60000,2,2,1,1,21.49
2015,585000,72000,2,2,1,1,22.54
2017,1025000,68140,1,2,2,1,18.0
2018,650000,47725,2,2,1,1,27.3
2019,1000000,17000,2,2,1,1,17.3
2016,1050000,77150,2,2,2,1,17.01
2015,651000,69000,2,2,2,1,22.15
2015,650000,57000,2,2,1,1,23.65
2017,750000,89000,2,2,1,1,21.14
2015,600000,80000,2,1,1,1,23.9
2018,685000,26000,2,1,1,1,28.4
2018,509999,100000,2,1,1,1,28.4
2017,650000,82050,2,1,1,1,19.3
2018,319000,30000,1,1,2,1,24.04
2019,640000,6000,1,1,1,1,19.5
2017,650000,30000,1,1,1,1,18.6
2015,650000,70000,2,1,1,1,20.77
2015,650000,70000,2,1,1,1,20.77
2019,620000,13000,1,1,1,1,17.19
2017,600000,30000,2,1,1,2,18.49
2016,750000,70000,2,1,1,1,24.3
2016,500000,40000,1,1,1,1,20.4
2017,2825000,22000,2,2,2,1,15.73
2020,2125000,5500,2,2,1,1,26.8
2018,3350000,18000,2,2,2,1,19.62
2019,840000,1500,1,1,2,1,18.2
2015,1000000,46000,2,1,1,1,24.5
2017,740000,24400,2,1,1,1,27.39
2018,1290000,29899,2,2,2,1,22.15
2018,1800000,20000,2,2,2,1,11.36
2020,775000,2000,1,2,1,1,20.7
2017,695000,34000,2,2,1,1,21.04
2018,730000,31000,1,2,2,1,17.4
2016,1295000,46000,2,2,2,2,11.45
2016,1160000,121000,2,2,2,1,12.08
2018,540000,7000,1,2,1,1,20.3
2016,434999,10000,1,2,2,1,23.1
2018,4600000,6000,2,2,2,1,17.9
2018,910000,20000,2,2,1,1,17.0
2015,850000,59235,2,2,1,1,19.67
2019,5800000,21000,2,2,2,1,16.78
2018,650000,114000,2,1,1,1,14.95
2016,791000,190000,2,1,1,1,24.3
2015,950000,190000,2,1,1,2,12.99
2019,690000,20000,2,1,1,1,28.4
2017,860000,40000,2,1,1,2,22.0
2015,671000,48228,1,2,1,1,18.7
2017,693000,58559,2,2,1,1,25.2
2016,802999,50856,2,2,1,1,26.0
2017,890000,18300,1,1,1,1,17.8
2015,495000,59292,2,2,1,1,28.4
2018,545000,10000,1,2,2,1,23.1
2018,775000,21147,1,2,2,1,21.4
2017,925000,69000,2,2,1,1,25.6
2019,1450000,10000,2,1,1,1,17.3
2018,790000,16000,2,2,2,1,28.4
2017,1789999,36000,2,2,1,1,13.68
2017,620000,37000,1,2,1,1,21.01
2016,375000,61173,2,2,1,1,27.62
2016,2450000,30000,2,2,2,1,18.25
2017,750000,51000,1,2,2,1,19.56
2018,775000,17000,1,2,1,1,21.01
2017,300000,10000,1,1,1,1,21.1
2016,1300000,91567,2,1,2,3,16.0
2017,380000,50000,1,1,1,1,23.1
2017,480000,60000,1,1,1,1,18.9
2016,240000,35000,1,1,1,2,22.74
2015,420000,36000,1,1,1,1,20.4
2017,700000,80000,2,1,2,1,28.4
2018,550000,120000,2,1,1,1,28.4
2018,665000,70000,2,1,1,1,23.59
2015,1044999,70000,2,1,2,1,16.0
2018,620000,15000,1,1,1,1,20.4
2016,750000,67600,2,1,2,1,14.81
2015,1250000,160000,2,1,1,2,13.5
2018,600000,25000,1,1,1,1,21.21
2018,1650000,20000,2,1,1,1,13.68
2018,690000,13000,1,1,1,1,20.4
2018,710000,42000,1,1,1,1,18.6
2018,350000,10000,1,1,1,2,20.3
2019,700000,6500,1,1,1,1,20.0
2015,944999,41000,2,1,1,1,15.1
2016,620000,120000,2,1,1,1,13.58
2018,780000,116000,2,1,1,1,23.59
2020,445000,1000,1,1,1,1,21.21
2018,575000,15000,1,1,2,1,17.36
2018,975000,5000,2,1,1,1,25.1
2019,450000,3500,1,1,1,1,23.84
2017,495000,56000,2,1,1,1,25.83
2017,480000,30400,1,2,1,1,18.5
2017,950000,24000,2,2,1,1,21.9
2017,840000,30646,1,2,1,1,15.4
2017,800000,15000,2,1,1,1,23.9
2017,750000,50000,2,1,1,1,22.27
2017,254999,34000,1,1,1,1,21.1
2016,725000,54000,2,1,1,2,24.52
2016,1859000,40000,2,1,2,2,19.7
2018,750000,15000,1,1,1,1,17.0
2017,655000,50000,2,1,2,1,22.0
2015,580000,52000,2,1,1,1,25.83
2019,430000,18500,1,1,1,1,20.3
2017,240000,35000,1,1,1,1,22.5
2016,540000,15500,1,1,1,1,16.78
2015,600000,136000,2,1,1,1,19.01
2017,550000,15000,2,1,1,1,25.83
2017,675000,127991,2,2,1,1,25.5
2018,889000,20000,2,1,1,1,28.09
2016,400000,60000,1,1,1,1,17.0
2018,390000,13120,1,1,1,1,25.17
2017,1550000,87500,2,1,1,1,17.1
2018,800000,25000,1,1,2,1,17.4
2015,795000,35000,1,1,1,1,17.01
2016,735000,25000,2,1,1,1,22.54
2018,400000,25000,1,1,2,1,24.04
2015,600000,125000,2,1,1,1,21.04
2016,720000,80000,2,1,1,1,21.19
2018,700000,25000,1,1,1,1,18.16
2015,1000000,46000,2,1,1,1,24.5
2020,500000,1000,1,1,1,1,20.3
2015,690000,80000,2,1,1,1,21.04
2017,1550000,120000,2,1,1,1,17.1
2019,802999,24000,2,1,1,1,28.4
2015,300000,60000,1,1,1,1,25.17
2018,700000,30000,2,1,1,1,25.32
2020,800000,25000,2,1,1,1,21.66
2018,5500000,50000,2,1,2,1,11.2
2015,1000000,73500,2,1,1,1,19.67
2016,590000,34000,2,1,1,2,24.4
2019,1200000,23000,2,1,1,1,20.45
2017,2175000,50000,2,1,2,1,11.36
2019,1110000,10500,2,1,1,1,25.6
2016,765000,80000,2,1,1,1,26.0
2017,295000,15000,1,1,1,1,24.7
2015,330000,84000,1,1,1,2,23.1
2018,730000,2388,1,1,1,1,18.6
2017,650000,16200,2,1,1,1,24.3
2019,366000,15000,1,1,1,1,23.95
2019,1149000,5000,1,1,1,1,17.0
2016,150000,42000,1,1,1,1,20.63
2018,620000,15000,1,1,1,1,20.4
2016,750000,67600,2,1,2,1,14.81
2015,1250000,160000,2,1,1,2,13.5
2018,600000,25000,1,1,1,1,21.21
2018,1650000,20000,2,1,1,1,13.68
2018,690000,13000,1,1,1,1,20.4
2018,710000,42000,1,1,1,1,18.6
2018,350000,10000,1,1,1,2,20.3
2019,700000,6500,1,1,1,1,20.0
2016,650000,35000,1,1,1,2,21.4
2015,380000,120000,2,1,1,2,21.03
2015,499000,20000,1,1,1,1,18.9
2018,730000,60000,2,1,2,1,28.4
2016,650000,30000,2,1,1,2,27.3
2020,600000,5000,1,1,2,1,20.89
2016,620000,120000,2,1,1,1,13.58
2018,780000,116000,2,1,1,1,23.59
2020,445000,1000,1,1,1,1,21.21
2018,575000,15000,1,1,2,1,17.36
2018,975000,5000,2,1,1,1,25.1
2019,450000,3500,1,1,1,1,23.84
2015,480000,80000,2,1,1,1,25.83
2018,5830000,30000,2,1,2,1,17.09
2015,475000,51000,1,2,1,1,22.0
2017,525000,29000,1,2,1,1,20.89
2015,365000,28000,1,2,1,1,20.52
2018,765000,59000,2,2,1,1,28.4
2019,770000,27000,2,1,1,1,28.4
2018,350000,30000,1,1,1,1,25.17
2015,875000,70000,2,1,1,1,15.4
2018,990000,15000,2,1,1,1,25.1
2019,800000,35700,2,2,1,1,28.4
2017,670000,36000,2,1,1,1,27.39
2017,260000,9000,1,1,1,1,16.8
2019,300000,35000,1,1,1,1,23.01
2018,700000,35000,1,1,1,1,17.0
2015,515000,30000,1,1,1,1,17.71
2016,803999,60000,2,1,1,1,23.9
2017,934000,101000,2,1,1,1,22.77
2015,700000,22700,1,1,1,1,18.7
2016,525000,45000,1,1,1,1,18.9
2015,575000,57000,2,1,1,2,26.59
2018,540000,33000,2,1,1,1,27.28
2018,280000,50000,1,1,1,1,22.7
2018,980000,20000,2,1,1,1,21.5
2018,969999,21871,2,1,1,1,21.5
2016,357000,120000,2,1,1,1,25.32
2015,250000,70000,1,1,1,1,22.74
2016,525000,80000,2,1,1,1,18.2
2018,500000,25000,1,1,1,1,23.84
2019,1000000,60000,2,1,1,1,16.36
2017,316000,25000,1,1,1,1,24.7
2018,350000,50000,1,1,1,1,24.7
2018,950000,14000,2,1,1,1,21.5
2020,3200000,3000,2,1,2,1,15.04
2016,600000,139000,2,1,1,1,18.49
2015,965000,60000,2,1,1,1,19.67
2018,500000,5000,1,1,2,1,23.84
2017,290000,10000,1,1,1,2,23.95
2017,750000,30000,2,1,1,1,28.4
2015,300000,19800,1,1,1,1,15.37
2015,465000,63063,1,2,2,1,18.9
2017,600000,50000,2,1,1,1,24.0
2017,650000,60000,2,1,1,1,28.09
2017,900000,50000,2,1,1,1,20.37
2017,550000,46000,1,1,1,1,21.4
2015,475000,60000,2,1,1,1,25.2
2015,425000,60000,2,1,1,1,24.4
2018,3975000,31800,2,2,2,1,17.01
2016,1350000,74000,1,2,2,1,13.7
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2017,4100000,17000,1,1,2,1,9.5
2018,900000,12000,2,2,1,1,16.55
2018,4000000,10000,2,2,2,1,22.48
2019,5200000,17000,1,2,2,1,15.0
2019,4500000,21000,2,2,2,1,12.83
2017,969999,26500,2,2,1,1,17.6
2017,6000000,37000,2,2,2,1,13.5
2019,1125000,3500,1,2,2,1,18.15
2017,1650000,52000,1,2,2,1,12.0
2019,740000,35000,2,1,1,1,16.5
2018,400000,15000,1,1,1,1,18.15
2018,430000,14000,1,1,1,1,20.51
2019,1132000,20000,1,1,1,1,17.0
2017,352000,68850,1,2,1,1,18.9
2016,252999,45775,1,2,1,1,23.84
2015,313000,68203,1,2,1,1,21.79
2018,350000,25000,1,1,1,1,25.17
2016,600000,90000,2,1,1,2,19.87
2018,390000,10000,1,1,1,1,23.95
2015,550000,70000,1,1,1,1,18.6
2019,2100000,5000,1,1,2,1,16.0
2017,1250000,56800,2,1,1,1,12.4
2018,655000,15732,1,2,2,1,22.0
2019,890000,13000,2,2,1,1,18.06
2018,525000,33000,1,2,1,1,20.89
2017,2950000,39000,2,2,2,1,19.59
2019,5200000,10000,2,2,2,1,18.12
2018,925000,28900,1,2,1,1,17.8
2017,675000,49523,1,2,1,1,17.0
2018,745000,48000,2,2,1,1,24.3
2018,835000,17000,2,2,1,1,24.3
2019,695000,36800,2,2,1,1,20.14
2018,725000,36521,2,2,1,1,24.3
2017,620000,90000,1,1,1,1,22.0
2015,484999,75000,2,2,1,1,19.87
2015,610000,33000,1,1,1,1,20.73
2015,1000000,50000,2,1,1,1,19.67
2019,300000,35000,1,1,1,1,23.01
2018,1405000,15000,1,1,1,1,15.8
2018,650000,22000,1,1,1,2,21.56
2015,850000,108000,2,1,1,1,19.67
2017,1282000,45000,2,1,1,1,17.6
2017,282000,15000,1,1,1,1,24.7
2018,900000,35000,2,1,1,1,16.55
2015,800000,70000,2,1,1,1,15.4
2017,350000,35000,1,1,1,2,25.17
2018,400000,22000,1,1,1,1,20.3
2017,400000,70000,1,1,1,1,20.51
2016,1750000,52000,2,2,2,1,12.55
2017,550000,49000,2,2,1,1,25.4
2015,550000,50000,2,2,1,2,28.09
2015,391000,55000,2,2,1,1,24.4
2015,2051000,35000,2,2,2,2,19.7
2015,499000,61000,2,2,1,2,22.71
2016,280000,100000,1,1,1,1,20.3
2017,600000,70000,1,1,1,1,17.3
2016,275000,60000,1,1,1,1,25.17
2015,900000,50000,2,1,1,1,19.67
2017,650000,47000,2,1,1,2,26.0
2018,551000,20000,1,1,1,2,18.9
2017,650000,49060,2,1,1,1,22.0
2015,600000,60000,1,1,1,1,18.6
2018,800000,37161,2,2,1,1,22.7
2016,1050000,80000,2,1,1,1,19.67
2016,450000,100000,2,1,1,2,24.2
2018,650000,6000,1,1,1,1,18.15
2019,600000,10000,1,1,2,1,21.21
2019,290000,21000,1,1,1,1,25.17
2016,250000,22000,1,1,1,1,25.17
2017,750000,50000,2,1,1,1,24.52
2016,250000,20000,1,1,1,2,23.95
2017,950000,15000,1,1,2,1,15.4
2018,793000,30000,2,1,1,1,25.83
2015,750000,74000,2,1,1,1,19.67
2017,725000,6550,1,1,2,1,18.2
2016,480000,30000,2,1,1,1,24.0
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,990000,20000,1,1,2,1,17.0
2017,700000,49957,2,2,1,1,25.83
2017,600000,43235,2,2,1,1,24.29
2018,925000,50699,2,2,1,1,22.77
2016,700000,111000,2,1,1,2,21.19
2018,700000,48000,1,1,1,2,21.1
2015,434999,80000,2,1,1,1,15.3
2017,400000,100000,1,1,1,1,18.16
2015,600000,50000,2,1,1,1,26.59
2016,1689999,120000,2,1,1,1,13.68
2019,650000,20000,1,1,1,1,20.3
2017,869999,40000,2,1,1,1,24.3
2017,795000,120000,2,1,1,1,24.52
2017,869999,60000,2,1,1,1,24.3
2017,800000,45500,2,1,1,2,23.9
2016,1516000,120000,2,1,2,1,11.36
2016,200000,35000,1,1,1,1,22.7
2015,450000,50000,1,1,1,1,17.8
2018,850000,9500,2,1,1,1,21.5
2019,359000,5500,1,1,1,1,15.37
2017,320000,28000,1,1,1,1,25.17
2017,350000,35000,1,1,1,1,15.37
2018,990000,60000,2,1,1,1,23.0
2017,1400000,70000,2,1,1,1,17.6
2017,745000,10000,1,1,2,1,21.4
2018,2800000,40000,2,1,2,1,16.25
2015,500000,35000,2,1,1,1,25.2
2019,540000,5000,1,1,2,1,20.52
2016,1850000,33000,2,1,1,1,13.68
2017,600000,27000,2,1,1,1,22.95
2018,690000,25000,1,1,1,1,19.0
2016,630000,30154,2,1,1,1,25.2
2018,640000,20000,1,1,1,1,20.14
2019,5500000,17000,2,1,2,1,18.0
2016,2100000,85000,2,1,2,2,12.62
2016,500000,100000,1,1,1,1,20.4
2017,310000,54000,1,1,1,1,24.7
2015,600000,80000,2,1,1,1,18.49
2018,620000,70000,2,1,1,1,25.4
2018,760000,50000,2,1,1,1,27.39
2018,1200000,40000,2,1,1,1,22.0
2018,760000,50000,2,1,1,1,27.39
2019,500000,5000,1,1,1,1,23.84
2017,350000,26263,1,1,1,1,21.1
2016,350000,100000,1,1,1,2,18.15
2018,1050000,18000,2,2,1,1,19.6
2016,675000,108000,2,2,1,1,23.65
2015,1400000,170000,2,1,1,1,12.99
2017,625000,25000,1,1,1,1,22.0
2018,1220000,11000,1,1,1,1,15.8
2019,475000,5000,1,1,2,1,21.7
2018,300000,30000,1,1,1,1,24.7
2018,1180000,5500,1,1,1,1,17.4
2015,530000,120000,2,1,1,1,25.2
2019,530000,9500,1,1,1,1,18.16
2018,1265000,12000,2,1,1,1,20.37
2019,1025000,32000,2,1,1,1,28.09
2017,735000,70000,2,1,1,1,18.49
2018,1050000,18000,2,2,1,1,19.6
2016,675000,108000,2,2,1,1,23.65
2015,1400000,170000,2,1,1,1,12.99
2017,625000,25000,1,1,1,1,22.0
2018,1220000,11000,1,1,1,1,15.8
2019,475000,5000,1,1,2,1,21.7
2018,300000,30000,1,1,1,1,24.7
2018,1180000,5500,1,1,1,1,17.4
2015,530000,120000,2,1,1,1,25.2
2019,530000,9500,1,1,1,1,18.16
2018,1265000,12000,2,1,1,1,20.37
2019,1025000,32000,2,1,1,1,28.09
2017,470000,50000,1,1,1,1,18.9
2015,500000,117000,1,1,1,1,20.85
2016,252000,30000,1,1,1,1,22.74
2017,270000,35000,1,1,1,1,24.7
2015,350000,46357,1,1,1,2,20.51
2016,620000,7000,2,2,1,1,21.04
2016,650000,85000,2,2,1,1,24.4
2018,950000,70000,2,1,1,1,22.0
2017,660000,56000,2,1,1,1,25.2
2017,382000,40000,1,1,1,1,23.95
2015,650000,70000,2,1,1,1,22.54
2015,400000,95000,2,1,1,1,27.62
2018,750000,35000,2,1,1,1,27.39
2016,320000,46737,1,1,1,1,22.74
2015,600000,160000,2,1,1,1,19.01
2018,310000,20000,1,1,1,1,24.7
2018,432000,30000,1,1,1,1,20.51
2016,770000,100000,2,1,1,2,24.52
2018,680000,26000,2,1,1,1,25.4
2017,750000,20171,2,2,2,1,19.87
2017,525000,37151,2,2,1,1,27.3
2015,649000,39000,1,2,1,1,17.4
2016,526000,15000,1,2,1,1,18.7
2016,599000,39000,1,2,1,1,15.9
2015,500000,58161,1,2,1,1,17.8
2016,575000,55161,1,2,1,1,17.8
2016,625000,55000,1,2,1,1,17.8
2017,1689999,8000,1,2,2,1,16.6
2018,1175000,14000,1,2,1,1,15.8
2015,575000,9599,1,2,1,1,17.8
2017,600000,35000,1,2,1,1,17.0
2016,750000,16151,1,2,1,1,17.8
2016,890000,40000,1,2,2,1,14.8
2015,600000,28161,1,2,1,1,17.8
2017,500000,130000,1,1,1,2,19.0
2015,409999,60000,2,1,1,1,25.8
2017,450000,20000,1,1,1,1,18.9
2018,470000,30000,1,1,2,1,23.1
2015,330000,25000,1,1,1,1,17.57
2018,390000,25000,1,1,1,2,20.51
2017,780000,28000,2,1,1,1,22.54
2018,880000,65000,2,1,1,1,23.0
2018,800000,85000,2,1,1,2,21.5
2019,1575000,20000,2,1,2,1,17.8
2018,750000,24000,2,1,1,1,24.4
2017,425000,12000,1,1,1,1,23.1
2018,746000,24000,2,1,1,1,24.4
2017,340000,45000,1,1,1,1,23.95
2015,625000,50000,2,1,1,1,26.59
2017,360000,80000,1,1,1,1,20.51
